Subscription date;Subscription prices;Product category;Product name;Region;Country;City;Domain name
11/12/2021;5000;Product Analytics;Cross-Session;Europe;United Kingdom;London;Télécommunications
30/10/2015;500;Digital Experience Analytics;Zone-Based Heatmaps;Asia;Japan;Osaka;Télécommunications
16/05/2009;1000;Digital Experience Monitoring;Speed Analysis;Europe;Spain;Madrid;Services professionnels (conseil, comptabilité, juridique)
03/12/2021;5000;Digital Experience Analytics;Merchandising;Asia;India;Mumbai;Services financiers et bancaires
18/02/2015;500;Digital Experience Monitoring;Frustration Scoring;South America;Brazil;Rio de Janeiro;Éducation et formation
14/06/2017;5000;Product Analytics;User Segments;Europe;France;Lyon;Services professionnels (conseil, comptabilité, juridique)
04/11/2009;2000;Digital Experience Analytics;Journey Analysis;Africa;South Africa;Johannesburg;Services professionnels (conseil, comptabilité, juridique)
20/03/2021;500;Product Analytics;User Segments;North America;United States;New York City;Médias et divertissement
29/09/2012;2000;Key Capabilities;Mobile App Analytics;North America;United States;Phoenix;Automobile et transport
18/04/2010;1000;Key Capabilities;Mobile App Analytics;Africa;Egypt;Giza;Sports et loisirs
09/04/2014;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Glasgow;Éducation et formation
01/12/2023;500;Digital Experience Monitoring;Speed Analysis;Asia;China;Chengdu;Santé et soins de santé
22/03/2018;10000;Product Analytics;Retention Analytics;Asia;China;Shenzhen;Commerce de détail et e-commerce
24/04/2015;500;Product Analytics;User Segments;Europe;France;Paris;Médias et divertissement
18/08/2009;2000;Product Analytics;User Segments;North America;Canada;Vancouver;Services professionnels (conseil, comptabilité, juridique)
14/02/2024;10000;Product Analytics;Retention Analytics;Europe;France;Marseille;Sports et loisirs
25/08/2009;10000;Product Analytics;User Segments;Europe;Italy;Milan;Services financiers et bancaires
08/05/2019;10000;Digital Experience Analytics;Journey Analysis;North America;Cuba;Holguín;Télécommunications
13/03/2021;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Paris;Services financiers et bancaires
18/03/2013;5000;Product Analytics;Cross-Session;South America;Argentina;Córdoba;Tourisme et voyage
29/06/2010;5000;Product Analytics;User Segments;Europe;Germany;Frankfurt;Commerce de détail et e-commerce
27/01/2013;500;Product Analytics;Retention Analytics;Asia;Japan;Osaka;Services financiers et bancaires
28/01/2010;1000;Product Analytics;Cross-Session;Europe;United Kingdom;London;Médias et divertissement
23/02/2009;10000;Key Capabilities;Session Replay;North America;United States;Chicago;Commerce de détail et e-commerce
19/09/2013;10000;Digital Experience Analytics;Merchandising;North America;United States;Phoenix;Télécommunications
03/09/2008;10000;Digital Experience Analytics;Journey Analysis;North America;United States;Chicago;Tourisme et voyage
12/01/2016;5000;Digital Experience Monitoring;Speed Analysis;Asia;China;Guangzhou;Tourisme et voyage
16/12/2023;500;Product Analytics;Retention Analytics;North America;Canada;Montreal;Services professionnels (conseil, comptabilité, juridique)
20/11/2018;1000;Key Capabilities;Mobile App Analytics;Europe;Italy;Rome;Santé et soins de santé
07/05/2008;1000;Key Capabilities;Session Replay;North America;Cuba;Havana;Éducation et formation
12/08/2012;2000;Product Analytics;User Segments;Europe;Italy;Palermo;Télécommunications
13/07/2009;500;Product Analytics;User Segments;Africa;Nigeria;Lagos;Commerce de détail et e-commerce
15/05/2011;5000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Germany;Hamburg;Médias et divertissement
09/03/2015;2000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;India;New Delhi;Tourisme et voyage
15/11/2009;500;Digital Experience Analytics;Journey Analysis;Europe;Germany;Munich;Télécommunications
17/10/2021;10000;Product Analytics;User Segments;North America;United States;New York City;Médias et divertissement
25/01/2018;1000;Product Analytics;User Segments;North America;United States;Chicago;Éducation et formation
17/02/2024;500;Product Analytics;User Segments;South America;Peru;Trujillo;Télécommunications
01/06/2008;10000;Key Capabilities;Impact Quantification;North America;United States;Chicago;Services professionnels (conseil, comptabilité, juridique)
22/07/2016;10000;Digital Experience Monitoring;Speed Analysis;North America;United States;Phoenix;Éducation et formation
23/05/2023;10000;Product Analytics;User Segments;South America;Brazil;Brasília;Sports et loisirs
07/01/2010;2000;Product Analytics;User Segments;North America;Mexico;Guadalajara;Éducation et formation
10/12/2009;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Services financiers et bancaires
23/05/2015;10000;Product Analytics;User Segments;South America;Argentina;Rosario;Éducation et formation
27/06/2020;2000;Digital Experience Monitoring;Speed Analysis;North America;Cuba;Santa Clara;Télécommunications
16/11/2012;2000;Key Capabilities;Mobile App Analytics;North America;Mexico;Monterrey;Médias et divertissement
02/04/2017;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Jamaica;May Pen;Services financiers et bancaires
06/05/2015;1000;Key Capabilities;Impact Quantification;North America;Canada;Montreal;Médias et divertissement
05/01/2015;1000;Digital Experience Monitoring;Frustration Scoring;Europe;United Kingdom;Manchester;Commerce de détail et e-commerce
28/07/2022;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Médias et divertissement
25/11/2022;5000;Product Analytics;User Segments;Asia;South Korea;Incheon;Automobile et transport
10/01/2020;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Toronto;Tourisme et voyage
04/04/2014;10000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Jamaica;Portmore;Automobile et transport
18/06/2020;500;Product Analytics;Cross-Session;Asia;China;Beijing;Éducation et formation
19/10/2016;5000;Product Analytics;Retention Analytics;Asia;South Korea;Busan;Éducation et formation
13/08/2022;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Ottawa;Éducation et formation
30/12/2022;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Toulouse;Médias et divertissement
16/10/2016;2000;Digital Experience Analytics;Zone-Based Heatmaps;Africa;Nigeria;Lagos;Sports et loisirs
17/05/2018;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;London;Services professionnels (conseil, comptabilité, juridique)
24/11/2012;500;Product Analytics;User Segments;Europe;Italy;Naples;Commerce de détail et e-commerce
04/05/2008;500;Digital Experience Monitoring;Speed Analysis;Europe;France;Paris;Services financiers et bancaires
24/03/2009;10000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Daegu;Tourisme et voyage
03/04/2015;10000;Key Capabilities;Session Replay;South America;Argentina;La Plata;Télécommunications
29/08/2021;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Mexico;Monterrey;Télécommunications
28/06/2023;500;Key Capabilities;Mobile App Analytics;North America;United States;New York City;Commerce de détail et e-commerce
23/12/2020;500;Product Analytics;User Segments;Europe;Spain;Seville;Éducation et formation
20/01/2011;5000;Key Capabilities;Mobile App Analytics;Asia;South Korea;Seoul;Télécommunications
20/11/2014;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Germany;Berlin;Automobile et transport
14/08/2021;2000;Key Capabilities;Mobile App Analytics;Europe;Germany;Hamburg;Télécommunications
02/02/2010;10000;Digital Experience Monitoring;Speed Analysis;North America;United States;Chicago;Commerce de détail et e-commerce
27/11/2016;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Germany;Hamburg;Sports et loisirs
10/05/2023;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Phoenix;Automobile et transport
28/06/2008;500;Product Analytics;User Segments;South America;Brazil;São Paulo;Tourisme et voyage
19/02/2012;5000;Product Analytics;User Segments;Asia;Japan;Yokohama;Tourisme et voyage
23/05/2018;1000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Busan;Services professionnels (conseil, comptabilité, juridique)
06/11/2017;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Nice;Santé et soins de santé
02/12/2008;1000;Digital Experience Analytics;Merchandising;North America;United States;New York City;Éducation et formation
27/09/2009;2000;Digital Experience Analytics;Zone-Based Heatmaps;South America;Peru;Chiclayo;Services financiers et bancaires
06/07/2008;5000;Product Analytics;User Segments;Asia;India;New Delhi;Télécommunications
16/10/2014;500;Key Capabilities;Impact Quantification;Asia;India;Mumbai;Médias et divertissement
15/06/2012;2000;Product Analytics;User Segments;Europe;Germany;Munich;Santé et soins de santé
27/09/2019;500;Digital Experience Analytics;Merchandising;Europe;Italy;Milan;Services professionnels (conseil, comptabilité, juridique)
08/09/2011;1000;Digital Experience Analytics;Journey Analysis;North America;Canada;Calgary;Tourisme et voyage
06/08/2012;10000;Product Analytics;User Segments;Europe;Spain;Valencia;Automobile et transport
14/05/2020;5000;Key Capabilities;Mobile App Analytics;Asia;South Korea;Seoul;Commerce de détail et e-commerce
09/04/2018;500;Digital Experience Monitoring;Speed Analysis;North America;United States;Houston;Automobile et transport
30/11/2021;2000;Product Analytics;User Segments;North America;Canada;Montreal;Télécommunications
24/12/2016;2000;Digital Experience Monitoring;Frustration Scoring;Asia;South Korea;Daejeon;Médias et divertissement
08/02/2014;500;Product Analytics;User Segments;Europe;Germany;Munich;Éducation et formation
20/12/2023;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Cuba;Holguín;Sports et loisirs
18/08/2023;1000;Digital Experience Monitoring;Speed Analysis;Asia;India;Chennai;Santé et soins de santé
16/03/2020;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Houston;Automobile et transport
15/03/2021;500;Digital Experience Monitoring;Speed Analysis;Asia;Japan;Nagoya;Commerce de détail et e-commerce
02/05/2015;500;Digital Experience Monitoring;Error Analysis;North America;Cuba;Santiago de Cuba;Éducation et formation
10/08/2019;500;Product Analytics;Cross-Session;Europe;United Kingdom;Liverpool;Tourisme et voyage
21/05/2023;5000;Digital Experience Analytics;Journey Analysis;North America;United States;Houston;Sports et loisirs
26/11/2010;2000;Digital Experience Monitoring;Speed Analysis;Asia;Japan;Nagoya;Services financiers et bancaires
13/08/2015;500;Digital Experience Monitoring;Frustration Scoring;North America;United States;Los Angeles;Santé et soins de santé
02/11/2011;1000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Birmingham;Tourisme et voyage
29/09/2012;1000;Key Capabilities;Impact Quantification;North America;Canada;Ottawa;Télécommunications
03/03/2013;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Éducation et formation
19/04/2013;2000;Key Capabilities;Mobile App Analytics;North America;United States;New York City;Services financiers et bancaires
10/12/2016;10000;Key Capabilities;Session Replay;South America;Brazil;Salvador;Éducation et formation
25/08/2015;1000;Product Analytics;Cross-Session;Asia;South Korea;Incheon;Éducation et formation
12/11/2009;1000;Digital Experience Monitoring;Error Analysis;Europe;Germany;Munich;Éducation et formation
01/01/2016;500;Product Analytics;Cross-Session;North America;Canada;Calgary;Commerce de détail et e-commerce
26/11/2008;2000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;Japan;Osaka;Services professionnels (conseil, comptabilité, juridique)
09/10/2009;1000;Digital Experience Analytics;Merchandising;North America;Canada;Calgary;Services professionnels (conseil, comptabilité, juridique)
17/03/2009;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Germany;Hamburg;Santé et soins de santé
25/08/2009;10000;Digital Experience Monitoring;Speed Analysis;South America;Argentina;Rosario;Sports et loisirs
11/07/2011;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Calgary;Commerce de détail et e-commerce
12/07/2014;500;Digital Experience Analytics;Zone-Based Heatmaps;South America;Argentina;Mendoza;Services professionnels (conseil, comptabilité, juridique)
02/10/2020;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;New York City;Santé et soins de santé
15/05/2020;1000;Product Analytics;Cross-Session;North America;United States;Chicago;Sports et loisirs
09/04/2013;10000;Product Analytics;User Segments;South America;Argentina;Buenos Aires;Télécommunications
04/03/2017;2000;Product Analytics;Cross-Session;Africa;Nigeria;Kaduna;Automobile et transport
30/07/2020;2000;Digital Experience Analytics;Journey Analysis;South America;Brazil;Salvador;Santé et soins de santé
16/11/2013;1000;Digital Experience Analytics;Merchandising;Africa;Nigeria;Lagos;Médias et divertissement
17/05/2023;5000;Product Analytics;User Segments;North America;United States;New York City;Commerce de détail et e-commerce
03/12/2022;1000;Product Analytics;Retention Analytics;Asia;South Korea;Daegu;Commerce de détail et e-commerce
25/07/2021;1000;Product Analytics;Cross-Session;North America;United States;Houston;Commerce de détail et e-commerce
06/07/2022;2000;Digital Experience Analytics;Journey Analysis;Europe;Spain;Valencia;Éducation et formation
18/09/2016;10000;Digital Experience Analytics;Merchandising;South America;Colombia;Barranquilla;Automobile et transport
22/08/2014;2000;Digital Experience Monitoring;Frustration Scoring;Europe;France;Toulouse;Éducation et formation
25/08/2013;2000;Product Analytics;User Segments;Europe;Italy;Rome;Télécommunications
04/01/2023;500;Digital Experience Monitoring;Frustration Scoring;Africa;Nigeria;Ibadan;Santé et soins de santé
15/12/2010;5000;Product Analytics;Cross-Session;Europe;Germany;Frankfurt;Tourisme et voyage
01/06/2015;1000;Product Analytics;User Segments;Africa;Kenya;Mombasa;Tourisme et voyage
19/08/2013;1000;Product Analytics;Cross-Session;North America;Canada;Calgary;Services professionnels (conseil, comptabilité, juridique)
